Model,TBS2102
Firmware Version,v1.26.0

Point Format,Y
Horizontal Units,S
Horizontal Scale,1e-05
Sample Interval,8e-09
Filter Frequency,1e+08
Record Length,20000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,5
Label,
TIME,CH1
5.89520e-05,7.45058e-09
5.89600e-05,0.25
5.89680e-05,7.45058e-09
5.89760e-05,7.45058e-09
5.89840e-05,7.45058e-09
5.89920e-05,0.25
5.90000e-05,7.45058e-09
5.90080e-05,7.45058e-09
5.90160e-05,7.45058e-09
5.90240e-05,0.25
5.90320e-05,7.45058e-09
5.90400e-05,7.45058e-09
5.90480e-05,7.45058e-09
5.90560e-05,0.25
5.90640e-05,7.45058e-09
5.90720e-05,7.45058e-09
5.90800e-05,7.45058e-09
5.90880e-05,7.45058e-09
5.90960e-05,0.25
5.91040e-05,7.45058e-09
5.91120e-05,7.45058e-09
5.91200e-05,7.45058e-09
5.91280e-05,0.25
5.91360e-05,7.45058e-09
5.91440e-05,7.45058e-09
5.91520e-05,7.45058e-09
5.91600e-05,7.45058e-09
5.91680e-05,0.25
5.91760e-05,7.45058e-09
5.91840e-05,0.25
5.91920e-05,0.25
5.92000e-05,0.25
5.92080e-05,0.25
5.92160e-05,7.45058e-09
5.92240e-05,7.45058e-09
5.92320e-05,0.25
5.92400e-05,0.25
5.92480e-05,0.25
5.92560e-05,7.45058e-09
5.92640e-05,0.25
5.92720e-05,0.25
5.92800e-05,0.25
5.92880e-05,7.45058e-09
5.92960e-05,0.25
5.93040e-05,0.25
5.93120e-05,0.25
5.93200e-05,7.45058e-09
5.93280e-05,0.25
5.93360e-05,0.25
5.93440e-05,7.45058e-09
5.93520e-05,0.25
5.93600e-05,0.25
5.93680e-05,0.25
5.93760e-05,7.45058e-09
5.93840e-05,0.25
5.93920e-05,0.25
5.94000e-05,0.25
5.94080e-05,0.25
5.94160e-05,0.25
5.94240e-05,0.25
5.94320e-05,0.25
5.94400e-05,0.25
5.94480e-05,0.25
5.94560e-05,7.45058e-09
5.94640e-05,7.45058e-09
5.94720e-05,0.25
5.94800e-05,0.25
5.94880e-05,0.25
5.94960e-05,0.25
5.95040e-05,0.25
5.95120e-05,0.25
5.95200e-05,0.25
5.95280e-05,7.45058e-09
5.95360e-05,0.25
5.95440e-05,0.25
5.95520e-05,0.25
5.95600e-05,0.25
5.95680e-05,0.25
5.95760e-05,0.25
5.95840e-05,7.45058e-09
5.95920e-05,0.25
5.96000e-05,0.25
5.96080e-05,0.25
5.96160e-05,0.5
5.96240e-05,0.25
5.96320e-05,0.25
5.96400e-05,0.25
5.96480e-05,0.25
5.96560e-05,0.25
5.96640e-05,0.25
5.96720e-05,0.25
5.96800e-05,0.25
5.96880e-05,0.25
5.96960e-05,0.25
5.97040e-05,0.25
5.97120e-05,0.25
5.97200e-05,0.25
5.97280e-05,0.25
5.97360e-05,0.5
5.97440e-05,0.25
5.97520e-05,0.25
5.97600e-05,0.5
5.97680e-05,0.25
5.97760e-05,0.25
5.97840e-05,0.25
5.97920e-05,0.25
5.98000e-05,0.5
5.98080e-05,0.25
5.98160e-05,0.5
5.98240e-05,0.5
5.98320e-05,0.5
5.98400e-05,0.25
5.98480e-05,0.5
5.98560e-05,0.25
5.98640e-05,0.5
5.98720e-05,0.25
5.98800e-05,0.25
5.98880e-05,0.5
5.98960e-05,0.5
5.99040e-05,0.5
5.99120e-05,0.5
5.99200e-05,0.25
5.99280e-05,0.25
5.99360e-05,0.25
5.99440e-05,0.5
5.99520e-05,0.5
5.99600e-05,0.5
5.99680e-05,0.25
5.99760e-05,0.5
5.99840e-05,0.5
5.99920e-05,0.25
6.00000e-05,0.25
6.00080e-05,0.5
6.00160e-05,0.5
6.00240e-05,0.25
6.00320e-05,0.5
6.00400e-05,0.5
6.00480e-05,0.5
6.00560e-05,0.5
6.00640e-05,0.5
6.00720e-05,0.25
6.00800e-05,0.5
6.00880e-05,0.25
6.00960e-05,0.5
6.01040e-05,0.5
6.01120e-05,0.5
6.01200e-05,0.25
6.01280e-05,0.5
6.01360e-05,0.5
6.01440e-05,0.5
6.01520e-05,0.5
6.01600e-05,0.5
6.01680e-05,0.5
6.01760e-05,0.5
6.01840e-05,0.5
6.01920e-05,0.5
6.02000e-05,0.5
6.02080e-05,0.5
6.02160e-05,0.5
6.02240e-05,0.75
6.02320e-05,0.5
6.02400e-05,0.5
6.02480e-05,0.5
6.02560e-05,0.5
6.02640e-05,0.5
6.02720e-05,0.75
6.02800e-05,0.5
6.02880e-05,0.5
6.02960e-05,0.5
6.03040e-05,0.5
6.03120e-05,0.5
6.03200e-05,0.5
6.03280e-05,0.5
6.03360e-05,0.5
6.03440e-05,0.5
6.03520e-05,0.75
6.03600e-05,0.5
6.03680e-05,0.75
6.03760e-05,0.5
6.03840e-05,0.5
6.03920e-05,0.5
6.04000e-05,0.5
6.04080e-05,0.75
6.04160e-05,0.75
6.04240e-05,0.5
6.04320e-05,0.5
6.04400e-05,0.75
6.04480e-05,0.5
6.04560e-05,0.5
6.04640e-05,0.75
6.04720e-05,0.5
6.04800e-05,0.75
6.04880e-05,0.5
6.04960e-05,0.5
6.05040e-05,0.75
6.05120e-05,0.5
6.05200e-05,0.75
6.05280e-05,0.75
6.05360e-05,0.5
6.05440e-05,0.75
6.05520e-05,0.5
6.05600e-05,0.5
6.05680e-05,0.5
6.05760e-05,0.5
6.05840e-05,0.75
6.05920e-05,0.75
6.06000e-05,0.75
6.06080e-05,0.5
6.06160e-05,0.5
6.06240e-05,0.75
6.06320e-05,0.75
6.06400e-05,0.5
6.06480e-05,0.75
6.06560e-05,0.75
6.06640e-05,0.75
6.06720e-05,0.5
6.06800e-05,0.75
6.06880e-05,0.5
6.06960e-05,0.75
6.07040e-05,0.75
6.07120e-05,0.75
6.07200e-05,0.75
6.07280e-05,0.75
6.07360e-05,0.75
6.07440e-05,0.75
6.07520e-05,0.5
6.07600e-05,0.75
6.07680e-05,0.75
6.07760e-05,0.75
6.07840e-05,0.75
6.07920e-05,0.75
6.08000e-05,0.75
6.08080e-05,0.75
6.08160e-05,0.75
6.08240e-05,0.75
6.08320e-05,0.75
6.08400e-05,0.75
6.08480e-05,0.75
6.08560e-05,0.75
6.08640e-05,0.75
6.08720e-05,0.75
6.08800e-05,0.75
6.08880e-05,0.75
6.08960e-05,0.75
6.09040e-05,0.75
6.09120e-05,0.75
6.09200e-05,0.75
6.09280e-05,1
6.09360e-05,0.75
6.09440e-05,0.75
6.09520e-05,0.75
6.09600e-05,1
6.09680e-05,0.75
6.09760e-05,0.75
6.09840e-05,1
6.09920e-05,0.75
6.10000e-05,0.75
6.10080e-05,0.75
6.10160e-05,0.75
6.10240e-05,1
6.10320e-05,1
6.10400e-05,0.75
6.10480e-05,0.75
6.10560e-05,0.75
6.10640e-05,0.75
6.10720e-05,1
6.10800e-05,1
6.10880e-05,1
6.10960e-05,0.75
6.11040e-05,0.75
6.11120e-05,1
6.11200e-05,0.75
6.11280e-05,0.75
6.11360e-05,1
6.11440e-05,0.75
6.11520e-05,1
6.11600e-05,1
6.11680e-05,1
6.11760e-05,0.75
6.11840e-05,1
6.11920e-05,1
6.12000e-05,1
6.12080e-05,1
6.12160e-05,1
6.12240e-05,0.75
6.12320e-05,0.75
6.12400e-05,1
6.12480e-05,1
6.12560e-05,0.75
6.12640e-05,1
6.12720e-05,1
6.12800e-05,1
6.12880e-05,1
6.12960e-05,0.75
6.13040e-05,0.75
6.13120e-05,0.75
6.13200e-05,1
6.13280e-05,1
6.13360e-05,1
6.13440e-05,1
6.13520e-05,1
6.13600e-05,1
6.13680e-05,1
6.13760e-05,1
6.13840e-05,0.75
6.13920e-05,1
6.14000e-05,1
6.14080e-05,1
6.14160e-05,1
6.14240e-05,1
6.14320e-05,1
6.14400e-05,0.75
6.14480e-05,0.75
6.14560e-05,1
6.14640e-05,1
6.14720e-05,1
6.14800e-05,1
6.14880e-05,1
6.14960e-05,1
6.15040e-05,1
6.15120e-05,1
6.15200e-05,1
6.15280e-05,1
6.15360e-05,1
6.15440e-05,1
6.15520e-05,1.25
6.15600e-05,1
6.15680e-05,1
6.15760e-05,1
6.15840e-05,1
6.15920e-05,1
6.16000e-05,1.25
6.16080e-05,1
6.16160e-05,1
6.16240e-05,1
6.16320e-05,1
6.16400e-05,1
6.16480e-05,1
6.16560e-05,1
6.16640e-05,1
6.16720e-05,1
6.16800e-05,1.25
6.16880e-05,1
6.16960e-05,1
6.17040e-05,1
6.17120e-05,1
6.17200e-05,1
6.17280e-05,1
6.17360e-05,1
6.17440e-05,1
6.17520e-05,1
6.17600e-05,1
6.17680e-05,1
6.17760e-05,1
6.17840e-05,1
6.17920e-05,1.25
6.18000e-05,1
6.18080e-05,1.25
6.18160e-05,1
6.18240e-05,1
6.18320e-05,1.25
6.18400e-05,1.25
6.18480e-05,1
6.18560e-05,1
6.18640e-05,1.25
6.18720e-05,1.25
6.18800e-05,1.25
6.18880e-05,1.25
6.18960e-05,1.25
6.19040e-05,1.25
6.19120e-05,1.25
6.19200e-05,1.25
6.19280e-05,1.25
6.19360e-05,1.25
6.19440e-05,1
6.19520e-05,1.25
6.19600e-05,1.25
6.19680e-05,1.25
6.19760e-05,1
6.19840e-05,1.25
6.19920e-05,1.25
6.20000e-05,1.25
6.20080e-05,1
6.20160e-05,1.25
6.20240e-05,1
6.20320e-05,1.25
6.20400e-05,1.25
6.20480e-05,1.25
6.20560e-05,1.25
6.20640e-05,1.25
6.20720e-05,1.25
6.20800e-05,1.25
6.20880e-05,1.25
6.20960e-05,1.25
6.21040e-05,1.25
6.21120e-05,1
6.21200e-05,1.25
6.21280e-05,1.25
6.21360e-05,1.25
6.21440e-05,1.25
6.21520e-05,1.25
6.21600e-05,1.25
6.21680e-05,1.25
6.21760e-05,1.25
6.21840e-05,1.5
6.21920e-05,1.25
6.22000e-05,1.25
6.22080e-05,1
6.22160e-05,1.25
6.22240e-05,1.25
6.22320e-05,1.25
6.22400e-05,1.25
6.22480e-05,1.25
6.22560e-05,1.25
6.22640e-05,1.25
6.22720e-05,1.25
6.22800e-05,1.25
6.22880e-05,1.25
6.22960e-05,1.5
6.23040e-05,1.25
6.23120e-05,1.25
6.23200e-05,1.5
6.23280e-05,1.25
6.23360e-05,1.25
6.23440e-05,1.25
6.23520e-05,1.25
6.23600e-05,1.25
6.23680e-05,1.25
6.23760e-05,1.25
6.23840e-05,1.25
6.23920e-05,1.25
6.24000e-05,1.25
6.24080e-05,1.5
6.24160e-05,1.25
6.24240e-05,1.25
6.24320e-05,1.25
6.24400e-05,1.5
6.24480e-05,1.5
6.24560e-05,1.5
6.24640e-05,1.25
6.24720e-05,1.5
6.24800e-05,1.25
6.24880e-05,1.25
6.24960e-05,1.25
6.25040e-05,1.25
6.25120e-05,1.5
6.25200e-05,1.5
6.25280e-05,1.25
6.25360e-05,1.5
6.25440e-05,1.5
6.25520e-05,1.5
6.25600e-05,1.25
6.25680e-05,1.5
6.25760e-05,1.5
6.25840e-05,1.25
6.25920e-05,1.25
6.26000e-05,1.25
6.26080e-05,1.25
6.26160e-05,1.25
6.26240e-05,1.5
6.26320e-05,1.25
6.26400e-05,1.5
6.26480e-05,1.25
6.26560e-05,1.5
6.26640e-05,1.5
6.26720e-05,1.25
6.26800e-05,1.25
6.26880e-05,1.25
6.26960e-05,1.5
6.27040e-05,1.5
6.27120e-05,1.5
6.27200e-05,1.25
6.27280e-05,1.5
6.27360e-05,1.5
6.27440e-05,1.5
6.27520e-05,1.5
6.27600e-05,1.5
6.27680e-05,1.25
6.27760e-05,1.5
6.27840e-05,1.25
6.27920e-05,1.5
6.28000e-05,1.5
6.28080e-05,1.5
6.28160e-05,1.5
6.28240e-05,1.5
6.28320e-05,1.5
6.28400e-05,1.5
6.28480e-05,1.25
6.28560e-05,1.5
6.28640e-05,1.5
6.28720e-05,1.5
6.28800e-05,1.5
6.28880e-05,1.5
6.28960e-05,1.5
6.29040e-05,1.5
6.29120e-05,1.5
6.29200e-05,1.5
6.29280e-05,1.5
6.29360e-05,1.5
6.29440e-05,1.5
6.29520e-05,1.5
6.29600e-05,1.5
6.29680e-05,1.5
6.29760e-05,1.5
6.29840e-05,1.5
6.29920e-05,1.25
6.30000e-05,1.5
6.30080e-05,1.5
6.30160e-05,1.25
6.30240e-05,1.5
6.30320e-05,1.5
6.30400e-05,1.5
6.30480e-05,1.5
6.30560e-05,1.5
6.30640e-05,1.5
6.30720e-05,1.5
6.30800e-05,1.5
6.30880e-05,1.5
6.30960e-05,1.5
6.31040e-05,1.5
6.31120e-05,1.25
6.31200e-05,1.75
6.31280e-05,1.5
6.31360e-05,1.5
6.31440e-05,1.5
6.31520e-05,1.75
6.31600e-05,1.5
6.31680e-05,1.5
6.31760e-05,1.5
6.31840e-05,1.5
6.31920e-05,1.5
6.32000e-05,1.5
6.32080e-05,1.5
6.32160e-05,1.5
6.32240e-05,1.5
6.32320e-05,1.5
6.32400e-05,1.5
6.32480e-05,1.5
6.32560e-05,1.5
6.32640e-05,1.75
6.32720e-05,1.5
6.32800e-05,1.5
6.32880e-05,1.5
6.32960e-05,1.5
6.33040e-05,1.75
6.33120e-05,1.75
6.33200e-05,1.5
6.33280e-05,1.5
6.33360e-05,1.5
6.33440e-05,1.5
6.33520e-05,1.75
6.33600e-05,1.5
6.33680e-05,1.5
6.33760e-05,1.5
6.33840e-05,1.5
6.33920e-05,1.5
6.34000e-05,1.5
6.34080e-05,1.5
6.34160e-05,1.75
6.34240e-05,1.5
6.34320e-05,1.5
6.34400e-05,1.75
6.34480e-05,1.5
6.34560e-05,1.5
6.34640e-05,1.75
6.34720e-05,1.75
6.34800e-05,1.5
6.34880e-05,1.75
6.34960e-05,1.75
6.35040e-05,1.5
6.35120e-05,1.5
6.35200e-05,1.75
6.35280e-05,1.75
6.35360e-05,1.5
6.35440e-05,1.75
6.35520e-05,1.5
6.35600e-05,1.5
6.35680e-05,1.5
6.35760e-05,1.5
6.35840e-05,1.75
6.35920e-05,1.75
6.36000e-05,1.5
6.36080e-05,1.5
6.36160e-05,1.5
6.36240e-05,1.75
6.36320e-05,1.5
6.36400e-05,1.75
6.36480e-05,1.5
6.36560e-05,1.5
6.36640e-05,1.75
6.36720e-05,1.5
6.36800e-05,1.75
6.36880e-05,1.5
6.36960e-05,1.5
6.37040e-05,1.75
6.37120e-05,1.5
6.37200e-05,1.75
6.37280e-05,1.75
6.37360e-05,1.75
6.37440e-05,1.5
6.37520e-05,1.75
6.37600e-05,1.75
6.37680e-05,1.5
6.37760e-05,1.5
6.37840e-05,1.75
6.37920e-05,1.5
6.38000e-05,1.75
6.38080e-05,1.75
6.38160e-05,1.75
6.38240e-05,1.5
6.38320e-05,1.5
6.38400e-05,1.75
6.38480e-05,1.75
6.38560e-05,1.75
6.38640e-05,1.75
6.38720e-05,1.75
6.38800e-05,1.5
6.38880e-05,1.75
6.38960e-05,1.75
6.39040e-05,1.5
6.39120e-05,1.75
6.39200e-05,1.75
6.39280e-05,1.75
6.39360e-05,1.75
6.39440e-05,1.75
6.39520e-05,1.5
6.39600e-05,1.75
6.39680e-05,1.75
6.39760e-05,1.75
6.39840e-05,1.75
6.39920e-05,1.75
6.40000e-05,1.75
6.40080e-05,1.75
6.40160e-05,1.75
6.40240e-05,1.75
6.40320e-05,1.75
6.40400e-05,1.75
6.40480e-05,1.75
6.40560e-05,1.75
6.40640e-05,1.75
6.40720e-05,1.75
6.40800e-05,1.75
6.40880e-05,1.75
6.40960e-05,1.5
6.41040e-05,1.75
6.41120e-05,1.75
6.41200e-05,1.75
6.41280e-05,1.75
6.41360e-05,1.75
6.41440e-05,1.75
6.41520e-05,1.75
6.41600e-05,1.75
6.41680e-05,1.75
6.41760e-05,1.75
6.41840e-05,1.75
6.41920e-05,1.75
6.42000e-05,1.75
6.42080e-05,1.75
6.42160e-05,1.75
6.42240e-05,1.75
6.42320e-05,1.75
6.42400e-05,1.75
6.42480e-05,1.75
6.42560e-05,1.75
6.42640e-05,1.75
6.42720e-05,1.75
6.42800e-05,1.75
6.42880e-05,1.75
6.42960e-05,1.75
6.43040e-05,1.75
6.43120e-05,1.75
6.43200e-05,1.75
6.43280e-05,1.75
6.43360e-05,1.75
6.43440e-05,1.75
6.43520e-05,1.75
6.43600e-05,1.75
6.43680e-05,1.75
6.43760e-05,2
6.43840e-05,1.75
6.43920e-05,1.75
6.44000e-05,1.75
6.44080e-05,1.75
6.44160e-05,1.75
6.44240e-05,1.75
6.44320e-05,1.75
6.44400e-05,1.75
6.44480e-05,1.75
6.44560e-05,1.75
6.44640e-05,1.75
6.44720e-05,1.75
6.44800e-05,1.75
6.44880e-05,1.75
6.44960e-05,1.75
6.45040e-05,2
6.45120e-05,1.75
6.45200e-05,1.75
6.45280e-05,2
6.45360e-05,2
6.45440e-05,1.75
6.45520e-05,2
6.45600e-05,1.75
6.45680e-05,1.75
6.45760e-05,2
6.45840e-05,2
6.45920e-05,2
6.46000e-05,2
6.46080e-05,2
6.46160e-05,1.75
6.46240e-05,1.75
6.46320e-05,1.75
6.46400e-05,1.75
6.46480e-05,1.75
6.46560e-05,1.75
6.46640e-05,1.75
6.46720e-05,2
6.46800e-05,1.75
6.46880e-05,1.75
6.46960e-05,2
6.47040e-05,1.75
6.47120e-05,2
6.47200e-05,1.75
6.47280e-05,2
6.47360e-05,2
6.47440e-05,2
6.47520e-05,1.75
6.47600e-05,2
6.47680e-05,1.75
6.47760e-05,1.75
6.47840e-05,1.75
6.47920e-05,1.75
6.48000e-05,1.75
6.48080e-05,1.75
6.48160e-05,2
6.48240e-05,1.75
6.48320e-05,2
6.48400e-05,1.75
6.48480e-05,2
6.48560e-05,2
6.48640e-05,2
6.48720e-05,1.75
6.48800e-05,2
6.48880e-05,1.75
6.48960e-05,2
6.49040e-05,1.75
6.49120e-05,1.75
6.49200e-05,1.75
6.49280e-05,2
6.49360e-05,1.75
6.49440e-05,2
6.49520e-05,2
6.49600e-05,2
6.49680e-05,1.75
6.49760e-05,2
6.49840e-05,2
6.49920e-05,1.75
6.50000e-05,2
6.50080e-05,2
6.50160e-05,2
6.50240e-05,1.75
6.50320e-05,2
6.50400e-05,2
6.50480e-05,1.75
6.50560e-05,1.75
6.50640e-05,1.75
6.50720e-05,2
6.50800e-05,2
6.50880e-05,1.75
6.50960e-05,1.75
6.51040e-05,1.75
6.51120e-05,1.75
6.51200e-05,2
6.51280e-05,1.75
6.51360e-05,2
6.51440e-05,1.75
6.51520e-05,2
6.51600e-05,1.75
6.51680e-05,1.75
6.51760e-05,2
6.51840e-05,2
6.51920e-05,2
6.52000e-05,1.75
6.52080e-05,2
6.52160e-05,2
6.52240e-05,2
6.52320e-05,1.75
6.52400e-05,2
6.52480e-05,2
6.52560e-05,1.75
6.52640e-05,2
6.52720e-05,1.75
6.52800e-05,1.75
6.52880e-05,2
6.52960e-05,2
6.53040e-05,1.75
6.53120e-05,2
6.53200e-05,1.75
6.53280e-05,2
6.53360e-05,1.75
6.53440e-05,2
6.53520e-05,1.75
6.53600e-05,2
6.53680e-05,2
6.53760e-05,1.75
6.53840e-05,1.75
6.53920e-05,1.75
6.54000e-05,1.75
6.54080e-05,1.75
6.54160e-05,1.75
6.54240e-05,2
6.54320e-05,2
6.54400e-05,2
6.54480e-05,2
6.54560e-05,2
6.54640e-05,2
6.54720e-05,2
6.54800e-05,2
6.54880e-05,2
6.54960e-05,2
6.55040e-05,2
6.55120e-05,1.75
6.55200e-05,2
6.55280e-05,1.75
6.55360e-05,1.75
6.55440e-05,2
6.55520e-05,1.75
6.55600e-05,2
6.55680e-05,2
6.55760e-05,1.75
6.55840e-05,1.75
6.55920e-05,1.75
6.56000e-05,2
6.56080e-05,1.75
6.56160e-05,2
6.56240e-05,1.75
6.56320e-05,2
6.56400e-05,1.75
6.56480e-05,1.75
6.56560e-05,2
6.56640e-05,2
6.56720e-05,2
6.56800e-05,2
6.56880e-05,2
6.56960e-05,2
6.57040e-05,2
6.57120e-05,2
6.57200e-05,1.75
6.57280e-05,2
6.57360e-05,2
6.57440e-05,2
6.57520e-05,2
6.57600e-05,1.75
6.57680e-05,1.75
6.57760e-05,2
6.57840e-05,2
6.57920e-05,1.75
6.58000e-05,1.75
6.58080e-05,2
6.58160e-05,2
6.58240e-05,1.75
6.58320e-05,2
6.58400e-05,2
6.58480e-05,1.75
6.58560e-05,2
6.58640e-05,1.75
6.58720e-05,2
6.58800e-05,2
6.58880e-05,1.75
6.58960e-05,2
6.59040e-05,1.75
6.59120e-05,2
6.59200e-05,2
6.59280e-05,2
6.59360e-05,1.75
6.59440e-05,2
6.59520e-05,2
6.59600e-05,2
6.59680e-05,1.75
6.59760e-05,2
6.59840e-05,2
6.59920e-05,1.75
6.60000e-05,1.75
6.60080e-05,1.75
6.60160e-05,2
6.60240e-05,2
6.60320e-05,1.75
6.60400e-05,2
6.60480e-05,2
6.60560e-05,1.75
6.60640e-05,2
6.60720e-05,1.75
6.60800e-05,2
6.60880e-05,2
6.60960e-05,2
6.61040e-05,1.75
6.61120e-05,2
6.61200e-05,2
6.61280e-05,2
6.61360e-05,2
6.61440e-05,1.75
6.61520e-05,1.75
6.61600e-05,2
6.61680e-05,1.75
6.61760e-05,1.75
6.61840e-05,2
6.61920e-05,2
6.62000e-05,1.75
6.62080e-05,2
6.62160e-05,2
6.62240e-05,2
6.62320e-05,2
6.62400e-05,2
6.62480e-05,1.75
6.62560e-05,2
6.62640e-05,2
6.62720e-05,2
6.62800e-05,1.75
6.62880e-05,1.75
6.62960e-05,2
6.63040e-05,2
6.63120e-05,1.75
6.63200e-05,2
6.63280e-05,1.75
6.63360e-05,1.75
6.63440e-05,2
6.63520e-05,1.75
6.63600e-05,1.75
6.63680e-05,2
6.63760e-05,2
6.63840e-05,2
6.63920e-05,2
6.64000e-05,2
6.64080e-05,1.75
6.64160e-05,2
6.64240e-05,1.75
6.64320e-05,2
6.64400e-05,2
6.64480e-05,1.75
6.64560e-05,2
6.64640e-05,2
6.64720e-05,1.75
6.64800e-05,1.75
6.64880e-05,1.75
6.64960e-05,2
6.65040e-05,1.75
6.65120e-05,2
6.65200e-05,2
6.65280e-05,1.75
6.65360e-05,2
6.65440e-05,2
6.65520e-05,1.75
6.65600e-05,1.75
6.65680e-05,2
6.65760e-05,2
6.65840e-05,1.75
6.65920e-05,2
6.66000e-05,1.75
6.66080e-05,2
6.66160e-05,1.75
6.66240e-05,2
6.66320e-05,1.75
6.66400e-05,1.75
6.66480e-05,2
6.66560e-05,2
6.66640e-05,1.75
6.66720e-05,2
6.66800e-05,2
6.66880e-05,2
6.66960e-05,1.75
6.67040e-05,2
6.67120e-05,1.75
6.67200e-05,2
6.67280e-05,1.75
6.67360e-05,2
6.67440e-05,1.75
6.67520e-05,1.75
6.67600e-05,2
6.67680e-05,1.75
6.67760e-05,1.75
6.67840e-05,2
6.67920e-05,2
6.68000e-05,1.75
6.68080e-05,2
6.68160e-05,1.75
6.68240e-05,1.75
6.68320e-05,2
6.68400e-05,1.75
6.68480e-05,1.75
6.68560e-05,2
6.68640e-05,2
6.68720e-05,1.75
6.68800e-05,2
6.68880e-05,1.75
6.68960e-05,1.75
6.69040e-05,2
6.69120e-05,2
6.69200e-05,2
6.69280e-05,2
6.69360e-05,2
6.69440e-05,1.75
6.69520e-05,1.75
6.69600e-05,1.75
6.69680e-05,2
6.69760e-05,2
6.69840e-05,1.75
6.69920e-05,1.75
6.70000e-05,2
6.70080e-05,1.75
6.70160e-05,1.75
6.70240e-05,2
6.70320e-05,1.75
6.70400e-05,1.75
6.70480e-05,1.75
6.70560e-05,1.75
6.70640e-05,1.75
6.70720e-05,2
6.70800e-05,1.75
6.70880e-05,2
6.70960e-05,1.75
6.71040e-05,1.75
6.71120e-05,1.75
6.71200e-05,1.75
6.71280e-05,2
6.71360e-05,1.75
6.71440e-05,1.75
6.71520e-05,1.75
6.71600e-05,2
6.71680e-05,1.75
6.71760e-05,2
6.71840e-05,1.75
6.71920e-05,1.75
6.72000e-05,1.75
6.72080e-05,1.75
6.72160e-05,2
6.72240e-05,2
6.72320e-05,1.75
6.72400e-05,2
6.72480e-05,1.75
6.72560e-05,1.75
6.72640e-05,2
6.72720e-05,2
6.72800e-05,1.75
6.72880e-05,1.75
6.72960e-05,1.75
6.73040e-05,2
6.73120e-05,2
6.73200e-05,1.75
6.73280e-05,1.75
6.73360e-05,2
6.73440e-05,2
6.73520e-05,1.75
6.73600e-05,1.75
6.73680e-05,1.75
6.73760e-05,1.75
6.73840e-05,2
6.73920e-05,1.75
6.74000e-05,1.75
6.74080e-05,1.75
6.74160e-05,2
6.74240e-05,1.75
6.74320e-05,1.75
6.74400e-05,1.75
6.74480e-05,1.75
6.74560e-05,1.75
6.74640e-05,1.75
6.74720e-05,1.75
6.74800e-05,2
6.74880e-05,1.75
6.74960e-05,1.75
6.75040e-05,1.75
6.75120e-05,1.75
6.75200e-05,1.75
6.75280e-05,1.75
6.75360e-05,1.75
6.75440e-05,1.75
6.75520e-05,1.75
6.75600e-05,1.75
6.75680e-05,1.75
6.75760e-05,1.75
6.75840e-05,1.75
6.75920e-05,1.75
6.76000e-05,1.75
6.76080e-05,1.75
6.76160e-05,1.75
6.76240e-05,1.75
6.76320e-05,1.75
6.76400e-05,1.75
6.76480e-05,1.75
6.76560e-05,1.75
6.76640e-05,1.75
6.76720e-05,1.75
6.76800e-05,1.75
6.76880e-05,1.75
6.76960e-05,1.75
6.77040e-05,1.75
6.77120e-05,1.75
6.77200e-05,1.75
6.77280e-05,1.75
6.77360e-05,1.75
6.77440e-05,1.5
6.77520e-05,1.75
6.77600e-05,1.75
6.77680e-05,1.75
6.77760e-05,1.75
6.77840e-05,1.75
6.77920e-05,2
6.78000e-05,1.75
6.78080e-05,1.75
6.78160e-05,1.75
6.78240e-05,1.75
6.78320e-05,1.75
6.78400e-05,1.75
6.78480e-05,1.75
6.78560e-05,1.75
6.78640e-05,2
6.78720e-05,1.75
6.78800e-05,1.75
6.78880e-05,1.75
6.78960e-05,1.75
6.79040e-05,1.75
6.79120e-05,1.5
6.79200e-05,1.5
6.79280e-05,1.5
6.79360e-05,1.75
6.79440e-05,1.75
6.79520e-05,1.75
6.79600e-05,1.75
6.79680e-05,1.75
6.79760e-05,1.75
6.79840e-05,1.75
6.79920e-05,1.75
6.80000e-05,1.75
6.80080e-05,1.75
6.80160e-05,1.75
6.80240e-05,1.75
6.80320e-05,1.75
6.80400e-05,1.5
6.80480e-05,1.75
6.80560e-05,1.75
6.80640e-05,1.75
6.80720e-05,1.75
6.80800e-05,1.5
6.80880e-05,1.75
6.80960e-05,1.75
6.81040e-05,1.75
6.81120e-05,1.5
6.81200e-05,1.75
6.81280e-05,1.75
6.81360e-05,1.75
6.81440e-05,1.75
6.81520e-05,1.75
6.81600e-05,1.5
6.81680e-05,1.75
6.81760e-05,1.75
6.81840e-05,1.75
6.81920e-05,1.75
6.82000e-05,1.75
6.82080e-05,1.75
6.82160e-05,1.75
6.82240e-05,1.5
6.82320e-05,1.75
6.82400e-05,1.75
6.82480e-05,1.75
6.82560e-05,1.75
6.82640e-05,1.75
6.82720e-05,1.75
6.82800e-05,1.5
6.82880e-05,1.75
6.82960e-05,1.75
6.83040e-05,1.5
6.83120e-05,1.5
6.83200e-05,1.5
6.83280e-05,1.75
6.83360e-05,1.75
6.83440e-05,1.5
6.83520e-05,1.75
6.83600e-05,1.75
6.83680e-05,1.5
6.83760e-05,1.5
6.83840e-05,1.5
6.83920e-05,1.75
6.84000e-05,1.75
6.84080e-05,1.5
6.84160e-05,1.5
6.84240e-05,1.5
6.84320e-05,1.75
6.84400e-05,1.75
6.84480e-05,1.75
6.84560e-05,1.75
