Model,TBS2102
Firmware Version,v1.26.0

Point Format,Y
Horizontal Units,S
Horizontal Scale,1e-05
Sample Interval,8e-09
Filter Frequency,1e+08
Record Length,20000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,5
Label,
TIME,CH1
8.88800e-06,-3.5
8.89600e-06,-3.5
8.90400e-06,-3.5
8.91200e-06,-3.5
8.92000e-06,-3.5
8.92800e-06,-3.5
8.93600e-06,-3.5
8.94400e-06,-3.5
8.95200e-06,-3.5
8.96000e-06,-3.5
8.96800e-06,-3.75
8.97600e-06,-3.75
8.98400e-06,-3.75
8.99200e-06,-3.75
9.00000e-06,-3.75
9.00800e-06,-3.75
9.01600e-06,-3.75
9.02400e-06,-3.75
9.03200e-06,-3.75
9.04000e-06,-4
9.04800e-06,-3.75
9.05600e-06,-4
9.06400e-06,-3.75
9.07200e-06,-3.75
9.08000e-06,-4
9.08800e-06,-3.75
9.09600e-06,-4
9.10400e-06,-3.75
9.11200e-06,-4
9.12000e-06,-3.75
9.12800e-06,-4
9.13600e-06,-3.75
9.14400e-06,-4
9.15200e-06,-4
9.16000e-06,-4
9.16800e-06,-4.25
9.17600e-06,-4
9.18400e-06,-4
9.19200e-06,-4
9.20000e-06,-4.25
9.20800e-06,-4.25
9.21600e-06,-4
9.22400e-06,-4.25
9.23200e-06,-4
9.24000e-06,-4.25
9.24800e-06,-4.25
9.25600e-06,-4
9.26400e-06,-4.25
9.27200e-06,-4
9.28000e-06,-4.25
9.28800e-06,-4.25
9.29600e-06,-4.25
9.30400e-06,-4.25
9.31200e-06,-4.25
9.32000e-06,-4.25
9.32800e-06,-4.25
9.33600e-06,-4.25
9.34400e-06,-4.25
9.35200e-06,-4.25
9.36000e-06,-4.25
9.36800e-06,-4.5
9.37600e-06,-4.25
9.38400e-06,-4.25
9.39200e-06,-4.25
9.40000e-06,-4.25
9.40800e-06,-4.25
9.41600e-06,-4.5
9.42400e-06,-4.5
9.43200e-06,-4.5
9.44000e-06,-4.25
9.44800e-06,-4.25
9.45600e-06,-4.5
9.46400e-06,-4.25
9.47200e-06,-4.5
9.48000e-06,-4.5
9.48800e-06,-4.5
9.49600e-06,-4.5
9.50400e-06,-4.5
9.51200e-06,-4.5
9.52000e-06,-4.5
9.52800e-06,-4.5
9.53600e-06,-4.5
9.54400e-06,-4.5
9.55200e-06,-4.5
9.56000e-06,-4.5
9.56800e-06,-4.5
9.57600e-06,-4.75
9.58400e-06,-4.5
9.59200e-06,-4.75
9.60000e-06,-4.75
9.60800e-06,-4.5
9.61600e-06,-4.75
9.62400e-06,-4.75
9.63200e-06,-4.75
9.64000e-06,-4.75
9.64800e-06,-4.75
9.65600e-06,-4.75
9.66400e-06,-4.75
9.67200e-06,-4.75
9.68000e-06,-4.75
9.68800e-06,-4.75
9.69600e-06,-5
9.70400e-06,-4.75
9.71200e-06,-4.75
9.72000e-06,-4.75
9.72800e-06,-4.75
9.73600e-06,-4.75
9.74400e-06,-5
9.75200e-06,-5
9.76000e-06,-5
9.76800e-06,-5
9.77600e-06,-5
9.78400e-06,-4.75
9.79200e-06,-4.75
9.80000e-06,-4.75
9.80800e-06,-5
9.81600e-06,-4.75
9.82400e-06,-5
9.83200e-06,-5
9.84000e-06,-4.75
9.84800e-06,-5
9.85600e-06,-5
9.86400e-06,-5
9.87200e-06,-5
9.88000e-06,-5
9.88800e-06,-5
9.89600e-06,-5
9.90400e-06,-5
9.91200e-06,-5
9.92000e-06,-5
9.92800e-06,-5.25
9.93600e-06,-5
9.94400e-06,-5
9.95200e-06,-5.25
9.96000e-06,-5
9.96800e-06,-5.25
9.97600e-06,-5
9.98400e-06,-5.25
9.99200e-06,-5.25
1.00000e-05,-5.25
1.00080e-05,-5.25
1.00160e-05,-5.25
1.00240e-05,-5
1.00320e-05,-5.25
1.00400e-05,-5.25
1.00480e-05,-5
1.00560e-05,-5
1.00640e-05,-5.25
1.00720e-05,-5.25
1.00800e-05,-5.25
1.00880e-05,-5.25
1.00960e-05,-5.25
1.01040e-05,-5.25
1.01120e-05,-5.25
1.01200e-05,-5.25
1.01280e-05,-5.25
1.01360e-05,-5.25
1.01440e-05,-5.5
1.01520e-05,-5.5
1.01600e-05,-5.5
1.01680e-05,-5.25
1.01760e-05,-5.25
1.01840e-05,-5.25
1.01920e-05,-5.25
1.02000e-05,-5.25
1.02080e-05,-5.25
1.02160e-05,-5.5
1.02240e-05,-5.5
1.02320e-05,-5.5
1.02400e-05,-5.25
1.02480e-05,-5.5
1.02560e-05,-5.5
1.02640e-05,-5.5
1.02720e-05,-5.25
1.02800e-05,-5.25
1.02880e-05,-5.25
1.02960e-05,-5.5
1.03040e-05,-5.5
1.03120e-05,-5.5
1.03200e-05,-5.5
1.03280e-05,-5.5
1.03360e-05,-5.5
1.03440e-05,-5.5
1.03520e-05,-5.5
1.03600e-05,-5.5
1.03680e-05,-5.5
1.03760e-05,-5.5
1.03840e-05,-5.5
1.03920e-05,-5.5
1.04000e-05,-5.5
1.04080e-05,-5.75
1.04160e-05,-5.5
1.04240e-05,-5.5
1.04320e-05,-5.5
1.04400e-05,-5.5
1.04480e-05,-5.5
1.04560e-05,-5.5
1.04640e-05,-5.5
1.04720e-05,-5.5
1.04800e-05,-5.75
1.04880e-05,-5.5
1.04960e-05,-5.5
1.05040e-05,-5.5
1.05120e-05,-5.75
1.05200e-05,-5.5
1.05280e-05,-5.75
1.05360e-05,-5.75
1.05440e-05,-5.75
1.05520e-05,-5.75
1.05600e-05,-5.75
1.05680e-05,-5.75
1.05760e-05,-5.5
1.05840e-05,-5.75
1.05920e-05,-5.75
1.06000e-05,-5.75
1.06080e-05,-5.75
1.06160e-05,-5.5
1.06240e-05,-5.75
1.06320e-05,-5.75
1.06400e-05,-5.75
1.06480e-05,-5.5
1.06560e-05,-5.5
1.06640e-05,-5.75
1.06720e-05,-5.75
1.06800e-05,-5.75
1.06880e-05,-5.75
1.06960e-05,-5.75
1.07040e-05,-5.75
1.07120e-05,-5.75
1.07200e-05,-5.75
1.07280e-05,-5.75
1.07360e-05,-6
1.07440e-05,-6
1.07520e-05,-5.75
1.07600e-05,-5.75
1.07680e-05,-5.75
1.07760e-05,-5.75
1.07840e-05,-5.75
1.07920e-05,-6
1.08000e-05,-5.75
1.08080e-05,-5.75
1.08160e-05,-5.75
1.08240e-05,-5.75
1.08320e-05,-6
1.08400e-05,-6
1.08480e-05,-6
1.08560e-05,-6
1.08640e-05,-6
1.08720e-05,-6
1.08800e-05,-6
1.08880e-05,-5.75
1.08960e-05,-6
1.09040e-05,-6
1.09120e-05,-6
1.09200e-05,-6
1.09280e-05,-5.75
1.09360e-05,-6
1.09440e-05,-6
1.09520e-05,-5.75
1.09600e-05,-5.75
1.09680e-05,-6
1.09760e-05,-6
1.09840e-05,-6
1.09920e-05,-6
1.10000e-05,-6
1.10080e-05,-6
1.10160e-05,-6
1.10240e-05,-5.75
1.10320e-05,-6
1.10400e-05,-6
1.10480e-05,-6
1.10560e-05,-6
1.10640e-05,-6
1.10720e-05,-5.75
1.10800e-05,-6
1.10880e-05,-6
1.10960e-05,-6
1.11040e-05,-6
1.11120e-05,-6
1.11200e-05,-6
1.11280e-05,-6
1.11360e-05,-6
1.11440e-05,-5.75
1.11520e-05,-6.25
1.11600e-05,-6
1.11680e-05,-6
1.11760e-05,-6
1.11840e-05,-6
1.11920e-05,-6
1.12000e-05,-6
1.12080e-05,-6
1.12160e-05,-6
1.12240e-05,-6
1.12320e-05,-6
1.12400e-05,-6
1.12480e-05,-6
1.12560e-05,-6
1.12640e-05,-6
1.12720e-05,-6
1.12800e-05,-6.25
1.12880e-05,-6
1.12960e-05,-6.25
1.13040e-05,-6
1.13120e-05,-6
1.13200e-05,-6
1.13280e-05,-6
1.13360e-05,-6
1.13440e-05,-6
1.13520e-05,-6.25
1.13600e-05,-6
1.13680e-05,-6.25
1.13760e-05,-6
1.13840e-05,-6.25
1.13920e-05,-6
1.14000e-05,-6
1.14080e-05,-6
1.14160e-05,-6.25
1.14240e-05,-6
1.14320e-05,-6
1.14400e-05,-6
1.14480e-05,-6.25
1.14560e-05,-6.25
1.14640e-05,-6
1.14720e-05,-6.25
1.14800e-05,-6
1.14880e-05,-6
1.14960e-05,-6
1.15040e-05,-6.25
1.15120e-05,-6.25
1.15200e-05,-6
1.15280e-05,-6
1.15360e-05,-6.25
1.15440e-05,-6.25
1.15520e-05,-6
1.15600e-05,-6.25
1.15680e-05,-6.25
1.15760e-05,-6.25
1.15840e-05,-6.25
1.15920e-05,-6
1.16000e-05,-6.25
1.16080e-05,-6
1.16160e-05,-6.25
1.16240e-05,-6
1.16320e-05,-6.25
1.16400e-05,-6.25
1.16480e-05,-6.25
1.16560e-05,-6
1.16640e-05,-6.25
1.16720e-05,-6
1.16800e-05,-6.25
1.16880e-05,-6.25
1.16960e-05,-6
1.17040e-05,-6.25
1.17120e-05,-6.25
1.17200e-05,-6.25
1.17280e-05,-6
1.17360e-05,-6.25
1.17440e-05,-6.25
1.17520e-05,-6.25
1.17600e-05,-6
1.17680e-05,-6
1.17760e-05,-6.25
1.17840e-05,-6.25
1.17920e-05,-6.25
1.18000e-05,-6
1.18080e-05,-6.25
1.18160e-05,-6.25
1.18240e-05,-6.25
1.18320e-05,-6.25
1.18400e-05,-6
1.18480e-05,-6.25
1.18560e-05,-6.25
1.18640e-05,-6
1.18720e-05,-6.25
1.18800e-05,-6.25
1.18880e-05,-6.25
1.18960e-05,-6.25
1.19040e-05,-6
1.19120e-05,-6
1.19200e-05,-6.25
1.19280e-05,-6
1.19360e-05,-6.25
1.19440e-05,-6.25
1.19520e-05,-6.25
1.19600e-05,-6.25
1.19680e-05,-6.25
1.19760e-05,-6.25
1.19840e-05,-6
1.19920e-05,-6.25
1.20000e-05,-6
1.20080e-05,-6.25
1.20160e-05,-6
1.20240e-05,-6
1.20320e-05,-6
1.20400e-05,-6.25
1.20480e-05,-6
1.20560e-05,-6
1.20640e-05,-6.25
1.20720e-05,-6.25
1.20800e-05,-6.25
1.20880e-05,-6.25
1.20960e-05,-6.25
1.21040e-05,-6.25
1.21120e-05,-6
1.21200e-05,-6
1.21280e-05,-6
1.21360e-05,-6.25
1.21440e-05,-6
1.21520e-05,-6
1.21600e-05,-6.25
1.21680e-05,-6.25
1.21760e-05,-6
1.21840e-05,-6
1.21920e-05,-6
1.22000e-05,-6
1.22080e-05,-6.25
1.22160e-05,-6.25
1.22240e-05,-6
1.22320e-05,-6.25
1.22400e-05,-6
1.22480e-05,-6
1.22560e-05,-6.25
1.22640e-05,-6.25
1.22720e-05,-6.25
1.22800e-05,-6
1.22880e-05,-6.25
1.22960e-05,-6
1.23040e-05,-6
1.23120e-05,-6.25
1.23200e-05,-6.25
1.23280e-05,-6
1.23360e-05,-6.25
1.23440e-05,-6
1.23520e-05,-6
1.23600e-05,-6.25
1.23680e-05,-6.25
1.23760e-05,-6
1.23840e-05,-6
1.23920e-05,-6
1.24000e-05,-6
1.24080e-05,-6
1.24160e-05,-6.25
1.24240e-05,-6.25
1.24320e-05,-6
1.24400e-05,-6.25
1.24480e-05,-6.25
1.24560e-05,-6
1.24640e-05,-6
1.24720e-05,-6.25
1.24800e-05,-6
1.24880e-05,-6
1.24960e-05,-6
1.25040e-05,-6
1.25120e-05,-6
1.25200e-05,-6
1.25280e-05,-5.75
1.25360e-05,-6
1.25440e-05,-6.25
1.25520e-05,-6
1.25600e-05,-6
1.25680e-05,-6.25
1.25760e-05,-6.25
1.25840e-05,-6
1.25920e-05,-6
1.26000e-05,-6.25
1.26080e-05,-6
1.26160e-05,-6
1.26240e-05,-6
1.26320e-05,-6
1.26400e-05,-6
1.26480e-05,-6
1.26560e-05,-6
1.26640e-05,-6
1.26720e-05,-6
1.26800e-05,-6
1.26880e-05,-6
1.26960e-05,-6
1.27040e-05,-6
1.27120e-05,-6
1.27200e-05,-5.75
1.27280e-05,-6
1.27360e-05,-6
1.27440e-05,-6
1.27520e-05,-6
1.27600e-05,-6
1.27680e-05,-5.75
1.27760e-05,-6
1.27840e-05,-5.75
1.27920e-05,-6
1.28000e-05,-5.75
1.28080e-05,-6
1.28160e-05,-6
1.28240e-05,-6
1.28320e-05,-5.75
1.28400e-05,-6
1.28480e-05,-5.75
1.28560e-05,-6
1.28640e-05,-6
1.28720e-05,-5.75
1.28800e-05,-6
1.28880e-05,-5.75
1.28960e-05,-5.75
1.29040e-05,-5.75
1.29120e-05,-6
1.29200e-05,-5.75
1.29280e-05,-6
1.29360e-05,-5.75
1.29440e-05,-5.75
1.29520e-05,-6
1.29600e-05,-5.75
1.29680e-05,-6
1.29760e-05,-6
1.29840e-05,-5.75
1.29920e-05,-6
1.30000e-05,-5.75
1.30080e-05,-5.75
1.30160e-05,-5.75
1.30240e-05,-5.75
1.30320e-05,-5.75
1.30400e-05,-5.75
1.30480e-05,-5.75
1.30560e-05,-5.75
1.30640e-05,-6
1.30720e-05,-5.75
1.30800e-05,-5.75
1.30880e-05,-5.75
1.30960e-05,-5.5
1.31040e-05,-5.75
1.31120e-05,-5.75
1.31200e-05,-5.75
1.31280e-05,-5.75
1.31360e-05,-5.75
1.31440e-05,-5.75
1.31520e-05,-5.75
1.31600e-05,-5.75
1.31680e-05,-5.75
1.31760e-05,-5.75
1.31840e-05,-5.75
1.31920e-05,-5.5
1.32000e-05,-5.75
1.32080e-05,-5.75
1.32160e-05,-5.5
1.32240e-05,-5.75
1.32320e-05,-5.5
1.32400e-05,-5.75
1.32480e-05,-5.5
1.32560e-05,-5.5
1.32640e-05,-5.5
1.32720e-05,-5.75
1.32800e-05,-5.75
1.32880e-05,-5.75
1.32960e-05,-5.5
1.33040e-05,-5.5
1.33120e-05,-5.5
1.33200e-05,-5.75
1.33280e-05,-5.75
1.33360e-05,-5.5
1.33440e-05,-5.75
1.33520e-05,-5.5
1.33600e-05,-5.75
1.33680e-05,-5.5
1.33760e-05,-5.5
1.33840e-05,-5.5
1.33920e-05,-5.5
1.34000e-05,-5.5
1.34080e-05,-5.5
1.34160e-05,-5.25
1.34240e-05,-5.5
1.34320e-05,-5.25
1.34400e-05,-5.5
1.34480e-05,-5.5
1.34560e-05,-5.5
1.34640e-05,-5.5
1.34720e-05,-5.25
1.34800e-05,-5.25
1.34880e-05,-5.5
1.34960e-05,-5.25
1.35040e-05,-5.25
1.35120e-05,-5.5
1.35200e-05,-5.5
1.35280e-05,-5.25
1.35360e-05,-5.5
1.35440e-05,-5.5
1.35520e-05,-5.5
1.35600e-05,-5.25
1.35680e-05,-5.25
1.35760e-05,-5.5
1.35840e-05,-5.25
1.35920e-05,-5.25
1.36000e-05,-5.25
1.36080e-05,-5.25
1.36160e-05,-5.5
1.36240e-05,-5.25
1.36320e-05,-5.25
1.36400e-05,-5.5
1.36480e-05,-5.25
1.36560e-05,-5.25
1.36640e-05,-5.25
1.36720e-05,-5.25
1.36800e-05,-5.25
1.36880e-05,-5.25
1.36960e-05,-5.25
1.37040e-05,-5.25
1.37120e-05,-5
1.37200e-05,-5.25
1.37280e-05,-5.25
1.37360e-05,-5
1.37440e-05,-5.25
1.37520e-05,-5.25
1.37600e-05,-5.25
1.37680e-05,-5.25
1.37760e-05,-5
1.37840e-05,-5
1.37920e-05,-5
1.38000e-05,-5
1.38080e-05,-5.25
1.38160e-05,-5
1.38240e-05,-5
1.38320e-05,-5
1.38400e-05,-5
1.38480e-05,-5.25
1.38560e-05,-5.25
1.38640e-05,-5
1.38720e-05,-5
1.38800e-05,-5
1.38880e-05,-5
1.38960e-05,-5
1.39040e-05,-5
1.39120e-05,-5
1.39200e-05,-5
1.39280e-05,-5
1.39360e-05,-5
1.39440e-05,-5
1.39520e-05,-5
1.39600e-05,-5
1.39680e-05,-4.75
1.39760e-05,-5
1.39840e-05,-4.75
1.39920e-05,-5
1.40000e-05,-5
1.40080e-05,-5
1.40160e-05,-5
1.40240e-05,-4.75
1.40320e-05,-5
1.40400e-05,-5
1.40480e-05,-5
1.40560e-05,-5
1.40640e-05,-5
1.40720e-05,-4.75
1.40800e-05,-4.75
1.40880e-05,-5
1.40960e-05,-4.75
1.41040e-05,-4.75
1.41120e-05,-5
1.41200e-05,-4.75
1.41280e-05,-4.75
1.41360e-05,-4.75
1.41440e-05,-4.75
1.41520e-05,-4.75
1.41600e-05,-4.75
1.41680e-05,-4.75
1.41760e-05,-4.75
1.41840e-05,-4.5
1.41920e-05,-4.75
1.42000e-05,-4.75
1.42080e-05,-4.75
1.42160e-05,-4.75
1.42240e-05,-4.75
1.42320e-05,-4.5
1.42400e-05,-4.5
1.42480e-05,-4.75
1.42560e-05,-4.75
1.42640e-05,-4.75
1.42720e-05,-4.75
1.42800e-05,-4.75
1.42880e-05,-4.5
1.42960e-05,-4.75
1.43040e-05,-4.75
1.43120e-05,-4.75
1.43200e-05,-4.75
1.43280e-05,-4.5
1.43360e-05,-4.5
1.43440e-05,-4.5
1.43520e-05,-4.5
1.43600e-05,-4.25
1.43680e-05,-4.5
1.43760e-05,-4.5
1.43840e-05,-4.5
1.43920e-05,-4.5
1.44000e-05,-4.5
1.44080e-05,-4.5
1.44160e-05,-4.5
1.44240e-05,-4.5
1.44320e-05,-4.5
1.44400e-05,-4.5
1.44480e-05,-4.5
1.44560e-05,-4.25
1.44640e-05,-4.5
1.44720e-05,-4.25
1.44800e-05,-4.25
1.44880e-05,-4.25
1.44960e-05,-4.5
1.45040e-05,-4.25
1.45120e-05,-4.25
1.45200e-05,-4.25
1.45280e-05,-4.25
1.45360e-05,-4.25
1.45440e-05,-4.25
1.45520e-05,-4.25
1.45600e-05,-4.25
1.45680e-05,-4.25
1.45760e-05,-4.25
1.45840e-05,-4.25
1.45920e-05,-4
1.46000e-05,-4.25
1.46080e-05,-4.25
1.46160e-05,-4.25
1.46240e-05,-4
1.46320e-05,-4.25
1.46400e-05,-4
1.46480e-05,-4
1.46560e-05,-4
1.46640e-05,-4
1.46720e-05,-4
1.46800e-05,-4
1.46880e-05,-4.25
1.46960e-05,-4
1.47040e-05,-4
1.47120e-05,-4
1.47200e-05,-4
1.47280e-05,-3.75
1.47360e-05,-4
1.47440e-05,-4
1.47520e-05,-4
1.47600e-05,-4
1.47680e-05,-4
1.47760e-05,-4
1.47840e-05,-3.75
1.47920e-05,-3.75
1.48000e-05,-3.75
1.48080e-05,-3.75
1.48160e-05,-4
1.48240e-05,-3.75
1.48320e-05,-3.75
1.48400e-05,-4
1.48480e-05,-4
1.48560e-05,-4
1.48640e-05,-4
1.48720e-05,-3.75
1.48800e-05,-3.75
1.48880e-05,-3.75
1.48960e-05,-3.75
1.49040e-05,-3.75
1.49120e-05,-3.75
1.49200e-05,-3.75
1.49280e-05,-3.75
1.49360e-05,-3.75
1.49440e-05,-3.75
1.49520e-05,-3.5
1.49600e-05,-3.75
1.49680e-05,-3.5
1.49760e-05,-3.75
1.49840e-05,-3.75
1.49920e-05,-3.75
1.50000e-05,-3.5
1.50080e-05,-3.75
1.50160e-05,-3.5
1.50240e-05,-3.75
1.50320e-05,-3.5
1.50400e-05,-3.5
1.50480e-05,-3.5
1.50560e-05,-3.5
1.50640e-05,-3.5
1.50720e-05,-3.5
1.50800e-05,-3.5
1.50880e-05,-3.5
1.50960e-05,-3.5
1.51040e-05,-3.5
1.51120e-05,-3.5
1.51200e-05,-3.25
1.51280e-05,-3.5
1.51360e-05,-3.25
1.51440e-05,-3.5
1.51520e-05,-3.5
1.51600e-05,-3.25
1.51680e-05,-3.25
1.51760e-05,-3.25
1.51840e-05,-3.5
1.51920e-05,-3.25
1.52000e-05,-3.5
1.52080e-05,-3.25
1.52160e-05,-3.25
1.52240e-05,-3.25
1.52320e-05,-3.25
1.52400e-05,-3.5
1.52480e-05,-3.25
1.52560e-05,-3.25
1.52640e-05,-3.25
1.52720e-05,-3.25
1.52800e-05,-3.25
1.52880e-05,-3.25
1.52960e-05,-3.25
1.53040e-05,-3.25
1.53120e-05,-3
1.53200e-05,-3
1.53280e-05,-3
1.53360e-05,-3.25
1.53440e-05,-3.25
1.53520e-05,-3.25
1.53600e-05,-3
1.53680e-05,-3
1.53760e-05,-3
1.53840e-05,-3
1.53920e-05,-3.25
1.54000e-05,-3
1.54080e-05,-3
1.54160e-05,-3
1.54240e-05,-3
1.54320e-05,-3
1.54400e-05,-2.75
1.54480e-05,-3
1.54560e-05,-2.75
1.54640e-05,-3
1.54720e-05,-3
1.54800e-05,-2.75
1.54880e-05,-3
1.54960e-05,-3
1.55040e-05,-2.75
1.55120e-05,-2.75
1.55200e-05,-2.75
1.55280e-05,-2.75
1.55360e-05,-2.75
1.55440e-05,-2.75
1.55520e-05,-2.75
1.55600e-05,-2.75
1.55680e-05,-2.75
1.55760e-05,-2.75
1.55840e-05,-2.75
1.55920e-05,-2.75
1.56000e-05,-2.75
1.56080e-05,-2.75
1.56160e-05,-2.75
1.56240e-05,-2.5
1.56320e-05,-2.5
1.56400e-05,-2.5
1.56480e-05,-2.5
1.56560e-05,-2.75
1.56640e-05,-2.5
1.56720e-05,-2.5
1.56800e-05,-2.75
1.56880e-05,-2.5
1.56960e-05,-2.5
1.57040e-05,-2.5
1.57120e-05,-2.5
1.57200e-05,-2.5
1.57280e-05,-2.5
1.57360e-05,-2.5
1.57440e-05,-2.5
1.57520e-05,-2.25
1.57600e-05,-2.5
1.57680e-05,-2.25
1.57760e-05,-2.5
1.57840e-05,-2.5
1.57920e-05,-2.5
1.58000e-05,-2.25
1.58080e-05,-2.25
1.58160e-05,-2.25
1.58240e-05,-2.25
1.58320e-05,-2.25
1.58400e-05,-2.25
1.58480e-05,-2.25
1.58560e-05,-2.25
1.58640e-05,-2.25
1.58720e-05,-2.25
1.58800e-05,-2.25
1.58880e-05,-2.25
1.58960e-05,-2.25
1.59040e-05,-2
1.59120e-05,-2.25
1.59200e-05,-2
1.59280e-05,-2
1.59360e-05,-2.25
1.59440e-05,-2
1.59520e-05,-2.25
1.59600e-05,-2
1.59680e-05,-2
1.59760e-05,-2
1.59840e-05,-2.25
1.59920e-05,-2
1.60000e-05,-2
1.60080e-05,-2
1.60160e-05,-2
1.60240e-05,-2
1.60320e-05,-2
1.60400e-05,-2
1.60480e-05,-2
1.60560e-05,-2
1.60640e-05,-2
1.60720e-05,-1.75
1.60800e-05,-2
1.60880e-05,-2
1.60960e-05,-2
1.61040e-05,-2
1.61120e-05,-2
1.61200e-05,-1.75
1.61280e-05,-2
1.61360e-05,-1.75
1.61440e-05,-1.75
1.61520e-05,-1.75
1.61600e-05,-1.75
1.61680e-05,-1.75
1.61760e-05,-1.75
1.61840e-05,-1.75
1.61920e-05,-1.75
1.62000e-05,-1.5
1.62080e-05,-1.75
1.62160e-05,-1.75
1.62240e-05,-1.75
1.62320e-05,-1.5
1.62400e-05,-1.75
1.62480e-05,-1.5
1.62560e-05,-1.5
1.62640e-05,-1.5
1.62720e-05,-1.5
1.62800e-05,-1.5
1.62880e-05,-1.75
1.62960e-05,-1.5
1.63040e-05,-1.5
1.63120e-05,-1.5
1.63200e-05,-1.5
1.63280e-05,-1.5
1.63360e-05,-1.5
1.63440e-05,-1.5
1.63520e-05,-1.5
1.63600e-05,-1.5
1.63680e-05,-1.5
1.63760e-05,-1.5
1.63840e-05,-1.5
1.63920e-05,-1.25
1.64000e-05,-1.25
1.64080e-05,-1.25
1.64160e-05,-1.25
1.64240e-05,-1.5
1.64320e-05,-1.25
1.64400e-05,-1.25
1.64480e-05,-1.25
1.64560e-05,-1.25
1.64640e-05,-1.25
1.64720e-05,-1.25
1.64800e-05,-1.25
1.64880e-05,-1.25
1.64960e-05,-1.25
1.65040e-05,-1.25
1.65120e-05,-1.25
1.65200e-05,-1
1.65280e-05,-1.25
1.65360e-05,-1
1.65440e-05,-1.25
1.65520e-05,-1
1.65600e-05,-1
1.65680e-05,-1.25
1.65760e-05,-1
1.65840e-05,-1
1.65920e-05,-1
1.66000e-05,-1
1.66080e-05,-1
1.66160e-05,-1
1.66240e-05,-1
1.66320e-05,-1
1.66400e-05,-1
1.66480e-05,-1
1.66560e-05,-1
1.66640e-05,-1
1.66720e-05,-1
1.66800e-05,-1
1.66880e-05,-1
1.66960e-05,-1
1.67040e-05,-0.75
1.67120e-05,-0.75
1.67200e-05,-1
1.67280e-05,-1
1.67360e-05,-1
1.67440e-05,-0.75
1.67520e-05,-1
1.67600e-05,-0.75
1.67680e-05,-0.75
1.67760e-05,-0.75
1.67840e-05,-0.75
1.67920e-05,-0.5
1.68000e-05,-0.75
1.68080e-05,-0.75
1.68160e-05,-0.5
1.68240e-05,-0.75
1.68320e-05,-0.75
1.68400e-05,-0.75
1.68480e-05,-0.75
1.68560e-05,-0.5
1.68640e-05,-0.5
1.68720e-05,-0.5
1.68800e-05,-0.5
1.68880e-05,-0.5
1.68960e-05,-0.5
1.69040e-05,-0.5
1.69120e-05,-0.5
1.69200e-05,-0.5
1.69280e-05,-0.5
1.69360e-05,-0.25
1.69440e-05,-0.5
1.69520e-05,-0.25
1.69600e-05,-0.5
1.69680e-05,-0.5
1.69760e-05,-0.25
1.69840e-05,-0.5
1.69920e-05,-0.25
1.70000e-05,-0.5
1.70080e-05,-0.25
1.70160e-05,-0.25
1.70240e-05,-0.25
1.70320e-05,-0.25
1.70400e-05,-0.25
1.70480e-05,-0.25
1.70560e-05,-0.25
1.70640e-05,-0.25
1.70720e-05,7.45058e-09
1.70800e-05,7.45058e-09
1.70880e-05,-0.25
1.70960e-05,-0.25
1.71040e-05,-0.25
1.71120e-05,7.45058e-09
1.71200e-05,7.45058e-09
1.71280e-05,7.45058e-09
1.71360e-05,7.45058e-09
1.71440e-05,7.45058e-09
1.71520e-05,-0.25
1.71600e-05,-0.25
1.71680e-05,7.45058e-09
1.71760e-05,7.45058e-09
1.71840e-05,7.45058e-09
1.71920e-05,7.45058e-09
1.72000e-05,7.45058e-09
1.72080e-05,7.45058e-09
1.72160e-05,0.25
1.72240e-05,0.25
1.72320e-05,0.25
1.72400e-05,0.25
1.72480e-05,7.45058e-09
1.72560e-05,7.45058e-09
1.72640e-05,0.25
1.72720e-05,0.25
1.72800e-05,7.45058e-09
1.72880e-05,0.25
1.72960e-05,0.25
1.73040e-05,0.25
1.73120e-05,7.45058e-09
1.73200e-05,0.25
1.73280e-05,0.25
1.73360e-05,0.25
1.73440e-05,0.25
1.73520e-05,0.25
1.73600e-05,0.25
1.73680e-05,0.5
1.73760e-05,0.25
1.73840e-05,0.5
1.73920e-05,0.25
1.74000e-05,0.25
1.74080e-05,0.5
1.74160e-05,0.5
1.74240e-05,0.5
1.74320e-05,0.5
1.74400e-05,0.25
1.74480e-05,0.25
1.74560e-05,0.5
1.74640e-05,0.5
1.74720e-05,0.5
1.74800e-05,0.5
1.74880e-05,0.5
1.74960e-05,0.5
1.75040e-05,0.75
1.75120e-05,0.5
1.75200e-05,0.5
1.75280e-05,0.75
1.75360e-05,0.5
1.75440e-05,0.5
1.75520e-05,0.75
1.75600e-05,0.5
1.75680e-05,0.5
1.75760e-05,0.75
1.75840e-05,0.75
1.75920e-05,0.75
1.76000e-05,0.75
1.76080e-05,0.75
1.76160e-05,0.75
1.76240e-05,0.75
1.76320e-05,0.75
1.76400e-05,0.5
1.76480e-05,0.75
1.76560e-05,0.75
1.76640e-05,0.75
1.76720e-05,0.75
1.76800e-05,0.75
1.76880e-05,0.75
1.76960e-05,0.75
1.77040e-05,0.75
1.77120e-05,0.75
1.77200e-05,0.75
1.77280e-05,1
1.77360e-05,1
1.77440e-05,1
1.77520e-05,0.75
1.77600e-05,1
1.77680e-05,1
1.77760e-05,1
1.77840e-05,1
1.77920e-05,1
1.78000e-05,1
1.78080e-05,1
1.78160e-05,1
1.78240e-05,1
1.78320e-05,1
