Time [s],Voltage [V],Set Frequency [rad/s],Measured Frequency [rad/s]
6.56,1,8.83000000000002,7.63083595062452
6.562,1,8.83000000000002,7.64008977439686
6.564,1,8.83000000000002,7.647966540051
6.566,1,8.83000000000002,7.65433163980886
6.568,1,8.83000000000002,7.65926249498618
6.57,1,8.83000000000002,7.66294194161985
6.572,1,8.83000000000002,7.66559097867011
6.574,1,8.83000000000001,7.667429142202
6.576,1,8.83000000000001,7.66865352091004
6.578,1,8.83000000000001,7.66942978246628
6.58,1,8.83000000000001,7.66989048981518
6.582,1,8.83000000000001,7.67013747071241
6.584,1,8.83000000000001,7.67024611462615
6.586,1,8.83000000000001,7.6702702732402
6.588,1,8.83000000000001,7.67024699914142
6.59,1,8.83000000000001,7.67020073053735
6.592,1,8.83000000000001,7.6701467675759
6.594,1,8.83000000000001,7.67009402784192
6.596,1,8.83000000000001,7.67004714554731
6.598,1,8.83000000000001,7.67000801359131
6.6,1,8.83000000000001,7.66997687635767
6.602,1,8.83000000000001,7.66995307510665
6.604,1,8.83000000000001,7.66993553455967
6.606,1,8.83000000000001,7.66992306346116
6.608,1,8.83000000000001,7.66991452628824
6.61,1,8.83000000000001,7.66990892930652
6.612,1,8.83000000000001,7.66990545246213
6.614,1,8.83000000000001,7.66990344924565
6.616,1,8.83000000000001,7.66990242949098
6.618,1,8.83000000000001,7.66990203477313
6.62,1,8.83000000000001,7.66990201228772
6.622,1,8.83000000000001,7.66990219049944
6.624,1,8.83000000000001,7.66990245813598
6.626,1,8.83000000000001,7.66990274703998
6.628,1,8.83000000000001,7.66990301877027
6.63,1,8.83000000000001,7.66990325452463
6.632,1,8.83000000000001,7.66990344782833
6.634,1,8.83000000000001,7.66990359941864
6.636,1,8.83000000000001,7.59420479612916
6.638,1,8.83000000000001,7.63701160884769
6.64,1,8.83000000000001,7.66308294524003
6.642,1,8.83000000000001,7.67765763114065
6.644,1,8.83000000000001,7.60896481379963
6.646,1,8.83000000000001,7.57835161081644
6.648,1,8.83000000000001,7.57106421690536
6.65,1,8.83000000000001,7.57693359981967
6.652,1,8.83000000000001,7.58923901449402
6.654,1,8.83000000000001,7.60376168583684
6.656,1,8.83000000000001,7.61803328899289
6.658,1,8.83000000000001,7.63076246946701
6.66,1,8.83000000000001,7.64141289596385
6.662,1,8.83000000000001,7.64990375640744
6.664,1,8.83000000000001,7.65640510166805
6.666,1,8.83000000000001,7.66120396174066
6.668,1,8.83000000000001,7.58892249458349
6.67,1,8.83000000000001,7.6340728052017
6.672,1,8.83000000000001,7.58598484724166
6.674,1,8.83000000000001,7.56862638006381
6.676,1,8.83000000000001,7.5693663772352
6.678,1,8.83000000000001,7.57968361032102
6.68,1,8.83000000000001,7.59408924520958
6.682,1,8.83000000000001,7.60925307505789
6.684,1,8.83000000000001,7.62332457154212
6.686,1,8.83000000000001,7.71112374228569
6.688,1,8.83000000000001,7.75387085100824
6.69,1,8.83000000000001,7.76837680776342
6.692,1,8.83000000000001,7.76639263722625
6.694,1,8.83000000000001,7.68011268847044
6.696,1,8.83000000000001,7.63309984851954
6.698,1,8.83000000000001,7.53596566241797
6.7,1,8.83000000000001,7.49739198267691
6.702,1,8.83000000000001,7.49385038301976
6.704,1,8.83000000000001,7.50933775846223
6.706,1,8.83000000000001,7.5334430189718
6.708,1,8.83000000000001,7.55976432266532
6.71,1,8.83000000000001,7.58466943279302
6.712,1,8.83000000000001,7.60636137940157
6.714,1,8.83000000000001,7.6241991278089
6.716,1,8.83000000000001,7.63822126643356
6.718,1,8.83000000000001,7.57312603889649
6.72,1,8.83000000000001,7.54796824979823
6.722,1,8.83000000000001,7.54658845120422
6.724,1,8.83000000000001,7.55802348052317
6.726,1,8.83000000000001,7.57516290395672
6.728,1,8.83000000000001,7.59365237047218
6.73,1,8.83000000000001,7.61103685540291
6.732,1,8.83000000000001,7.62611637391314
6.734,1,8.83000000000001,7.63847857391626
6.736,1,8.83000000000001,7.64817177400442
6.738,1,8.83000000000001,7.65548515783663
6.74,1,8.83000000000001,7.6608077992983
6.742,1,8.83000000000001,7.66454363462607
6.744,1,8.83000000000001,7.66706465789265
6.746,1,8.83000000000001,7.59299019929011
6.748,1,8.83000000000001,7.56108408603659
6.75,1,8.83000000000001,7.55481153664512
6.752,1,8.83000000000001,7.56282611940897
6.754,1,8.83000000000001,7.57766772724335
6.756,1,8.83000000000001,7.59468476080974
6.758,1,8.83000000000001,7.61118223785846
6.76,1,8.83000000000001,7.62577444678472
6.762,1,8.83000000000001,7.63791055560827
6.764,1,8.83000000000001,7.64753926292177
6.766,1,8.83000000000001,7.65488068494412
6.768,1,8.83000000000001,7.66027793571457
6.77,1,8.83000000000001,7.66410584886423
6.772,1,8.83000000000001,7.66671917661074
6.774,1,8.83000000000001,7.66842695093374
6.776,1,8.83000000000001,7.5937844074433
6.778,1,8.83000000000001,7.63719591848027
6.78,1,8.83000000000001,7.58787257737177
6.782,1,8.83000000000001,7.6453679985086
6.784,1,8.83000000000001,7.60274777821019
6.786,1,8.83000000000001,7.6623492426702
6.788,1,8.83000000000001,7.61917600277658
6.79,1,8.83000000000001,7.60116227355735
6.792,1,8.83000000000001,7.59834171489467
6.794,1,8.83000000000001,7.60390067505939
6.796,1,8.83000000000001,7.61337902577144
6.798,1,8.83000000000001,7.62401175651477
6.8,1,8.83000000000001,7.6342106050418
6.802,1,8.83000000000001,7.64317151750405
6.804,1,8.83000000000001,7.6505879442508
6.806,1,8.83000000000001,7.65644886476726
6.808,1,8.83000000000001,7.66090192512305
6.81,1,8.83000000000001,7.66416480181383
6.812,1,8.83000000000001,7.66647102840523
6.814,1,8.83000000000001,7.66803954476209
6.816,1,8.83000000000001,7.6690599007529
6.818,1,8.83000000000001,7.66968726740249
6.82,1,8.83000000000001,7.67004316984794
6.822,1,8.83000000000001,7.67021919887381
6.824,1,8.83000000000001,7.67028194433901
6.826,1,8.83000000000001,7.6702780932194
6.828,1,8.83000000000001,7.67023911226731
6.83,1,8.83000000000001,7.67018524702525
6.832,1,8.83000000000001,7.67012876162677
6.834,1,8.83000000000001,7.6700764540216
6.836,1,8.83000000000001,7.6700315366087
6.838,1,8.83000000000001,7.66999499288645
6.84,1,8.83000000000001,7.66996652081535
6.842,1,8.83000000000001,7.66994516270499
6.844,1,8.83000000000001,7.66992970578621
6.846,1,8.83000000000001,7.66991892097471
6.848,1,8.83000000000001,7.66991169179281
6.85,1,8.83000000000001,7.66990707199755
6.852,1,8.83000000000001,7.66990429950724
6.854,1,8.83000000000001,7.6699027856511
6.856,1,8.83000000000001,7.66990209232212
6.858,1,8.83000000000001,7.66990190493462
6.86,1,8.83000000000001,7.66990200581432
6.862,1,8.83000000000001,7.66990225044439
6.864,1,8.83000000000001,7.66990254757938
6.866,1,8.83000000000001,7.59420392570805
6.868,1,8.83000000000001,7.63701092106761
6.87,1,8.83000000000001,7.66308242272702
6.872,1,8.83000000000001,7.67765724831958
6.874,1,8.83000000000001,7.60896454324661
