Time [s],Voltage [V],Set Frequency [rad/s],Measured Frequency [rad/s]
0.358,1,8.82662460889282,7.71571076151735
0.36,1,8.82676978700496,7.71721276615907
0.362,1,8.82690872089722,7.6376455373807
0.364,1,8.8270416791382,7.5984033224086
0.366,1,8.82716891874516,7.58453583387274
0.368,1,8.82729068568085,7.58556705340054
0.37,1,8.82740721532899,7.59444062632666
0.372,1,8.82751873294925,7.60662002899504
0.374,1,8.82762545411272,7.54366115450734
0.376,1,8.82772758511862,7.59824947406782
0.378,1,8.82782532339309,7.55872957194187
0.38,1,8.82791885787081,7.5486296602368
0.382,1,8.82800836936024,7.55521358431268
0.384,1,8.82809403089313,7.57004367863348
0.386,1,8.82817600805902,7.58780703652371
0.388,1,8.82825445932529,7.60538126487111
0.39,1,8.82832953634356,7.54542122308383
0.392,1,8.82840138424276,7.52573591884618
0.394,1,8.82847014190974,7.52946834355122
0.396,1,8.82853594225771,7.54531894511456
0.398,1,8.82859891248318,7.56606668041254
0.4,1,8.82865917431186,7.58737789389005
0.402,1,8.82871684423393,7.60688622674736
0.404,1,8.82877203372925,7.62350785149323
0.406,1,8.82882484948283,7.6369497678287
0.408,1,8.82887539359109,7.6473695698912
0.41,1,8.82892376375922,7.65514955907418
0.412,1,8.82897005349001,7.58505520347301
0.414,1,8.82901435226463,7.55605447111527
0.416,1,8.82905674571561,7.55182750112591
0.418,1,8.82909731579236,7.5612273184876
0.42,1,8.82913614091957,7.57696534171025
0.422,1,8.82917329614884,7.59452967503136
0.424,1,8.82920885330373,7.61133428378829
0.426,1,8.82924288111862,7.62607525188633
0.428,1,8.82927544537158,7.63826099222008
0.43,1,8.82930660901151,7.57218265913588
0.432,1,8.82933643227983,7.54659377680215
0.434,1,8.82936497282694,7.54511977030452
0.436,1,8.82939228582363,7.55664952008162
0.438,1,8.82941842406777,7.57397505381085
0.44,1,8.82944343808636,7.59268099218935
0.442,1,8.82946737623319,7.61027677313873
0.444,1,8.8294902847823,7.62554397377779
0.446,1,8.82951220801747,7.56236382360236
0.448,1,8.82953318831779,7.53928935976494
0.45,1,8.82955326623961,7.53987698182588
0.452,1,8.82957248059489,7.55302345374283
0.454,1,8.8295908685263,7.5715689172628
0.456,1,8.82960846557893,7.59116280979069
0.458,1,8.82962530576908,7.60938189480627
0.46,1,8.82964142164998,7.62506976796279
0.462,1,8.82965684437471,7.63785964422834
0.464,1,8.82967160375645,7.5721430535406
0.466,1,8.82968572832606,7.62244988223294
0.468,1,8.8296992453873,7.65395748220128
0.47,1,8.82971218106957,7.67233148186034
0.472,1,8.82972456037841,7.68188908174145
0.474,1,8.82973640724385,7.68580239738478
0.476,1,8.8297477445667,7.61062098135664
0.478,1,8.82975859426275,7.57638453959282
0.48,1,8.82976897730522,7.56735934297537
0.482,1,8.82977891376521,7.57266776961027
0.484,1,8.82978842285057,7.58509509770844
0.486,1,8.82979752294302,7.60009176262415
0.488,1,8.82980623163365,7.61497831049581
0.49,1,8.82981456575693,7.62833689954426
0.492,1,8.8298225414233,7.63956232674412
0.494,1,8.82983017405025,7.64854242680935
0.496,1,8.82983747839218,7.65543899706457
0.498,1,8.82984446856886,7.66054394550862
0.5,1,8.82985115809278,7.66418974620564
0.502,1,8.82985755989524,7.66669768955096
0.504,1,8.82986368635136,7.668351392612
0.506,1,8.82986954930399,7.66938639280221
0.508,1,8.82987516008661,7.59429042672589
0.51,1,8.82988052954525,7.63741022649181
0.512,1,8.82988566805943,7.58791019084831
0.514,1,8.82989058556225,7.56960876682626
0.516,1,8.82989529155958,7.56974901288907
0.518,1,8.82989979514841,7.57970868844102
0.52,1,8.8299041050345,7.59392119519224
0.522,1,8.82990822954915,7.60899863318068
0.524,1,8.82991217666531,7.62304917712283
0.526,1,8.82991595401304,7.63516543843789
0.528,1,8.8299195688942,7.64505449507905
0.53,1,8.8299230282966,7.57708105688122
0.532,1,8.8299263389075,7.54999823427122
0.534,1,8.82992950712653,7.54739163834132
0.536,1,8.82993253907808,7.5580932564371
0.538,1,8.82993544062311,7.57483473153041
0.54,1,8.8299382173705,7.59314439758367
0.542,1,8.8299408746879,7.61048314613843
0.544,1,8.82994341771207,7.62559292649857
0.546,1,8.82994585135887,7.63802292459256
0.548,1,8.82994818033268,7.64779724604353
0.55,1,8.82995040913557,7.65519084897426
0.552,1,8.82995254207598,7.66058531113108
0.554,1,8.82995458327701,7.66438140062815
0.556,1,8.82995653668445,7.66695056383602
0.558,1,8.82995840607437,7.59291303453309
0.56,1,8.82996019506042,7.56103422818425
0.562,1,8.82996190710083,7.55478115986289
0.564,1,8.82996354550509,7.56280912818406
0.566,1,8.82996511344036,7.57765955028967
0.568,1,8.82996661393755,7.59468209074101
0.57,1,8.82996804989722,7.61118276763759
0.572,1,8.82996942409519,7.62577663046568
0.574,1,8.82997073918787,7.63791340564449
0.576,1,8.82997199771743,7.57184326930102
0.578,1,8.82997320211668,7.62199117165679
0.58,1,8.82997435471381,7.57776038585661
0.582,1,8.82997545773687,7.63896923848142
0.584,1,8.82997651331808,7.59896058693502
0.586,1,8.82997752349795,7.58462942743476
0.588,1,8.82997849022922,7.58540417594708
0.59,1,8.82997941538065,7.59415707148587
0.592,1,8.82998030074062,7.60630011358213
0.594,1,8.8299811480206,7.61905234335897
0.596,1,8.82998195885842,7.63087080308169
0.598,1,8.8299827348215,7.64102493264457
0.6,1,8.82998347740982,7.64928945335929
0.602,1,8.82998418805886,7.65573074143724
0.604,1,8.82998486814235,7.66056413514454
0.606,1,8.82998551897494,7.66406314767529
0.608,1,8.82998614181473,7.66650531696957
0.61,1,8.82998673786571,7.66814293510329
0.612,1,8.82998730828009,7.66918993259108
0.614,1,8.82998785416051,7.66981867110834
0.616,1,8.82998837656221,7.6701623360206
0.618,1,8.82998887649502,7.6703200786492
0.62,1,8.82998935492534,7.67036311720138
0.622,1,8.82998981277801,7.67034074673079
0.624,1,8.8299902509381,7.67028570743358
0.626,1,8.82999067025259,7.670218680973
0.628,1,8.82999107153205,7.67015187809101
0.63,1,8.82999145555218,7.67009178760344
0.632,1,8.82999182305531,7.59434228924438
0.634,1,8.82999217475185,7.63710850085046
0.636,1,8.82999251132167,7.58744970781551
0.638,1,8.82999283341536,7.56910908071899
0.64,1,8.82999314165556,7.5692777403774
0.642,1,8.82999343663811,7.65499799673367
0.644,1,8.82999371893325,7.62647708020974
0.646,1,8.82999398908666,7.61555551959051
0.648,1,8.82999424762057,7.61509601520926
0.65,1,8.82999449503473,7.62026032847011
0.652,1,8.82999473180743,7.62791361668364
0.654,1,8.82999495839636,7.63613870038425
0.656,1,8.82999517523953,7.64385688757125
0.658,1,8.82999538275611,7.65054303824714
0.66,1,8.82999558134724,7.65601900076751
0.662,1,8.82999577139682,7.66030922379033
0.664,1,8.82999595327223,7.58784485369028
0.666,1,8.82999612732504,7.55730507996274
0.668,1,8.8299962938917,7.55213404855392
0.67,1,8.82999645329421,7.56100022850584
0.672,1,8.82999660584069,7.57647612414619
0.674,1,8.82999675182604,7.59394897242349
0.676,1,8.82999689153245,7.61076211354831
0.678,1,8.82999702522998,7.62556410212403
0.68,1,8.82999715317708,7.6378328276074
0.682,1,8.82999727562107,7.6475399188123
0.684,1,8.82999739279866,7.65492307112582
0.686,1,8.82999750493635,7.66033838953005
0.688,1,8.82999761225092,7.66416996995878
0.69,1,8.8299977149498,7.66677892463444
0.692,1,8.82999781323153,7.66847847030154
0.694,1,8.82999790728609,7.59382645445697
0.696,1,8.82999799729529,7.5615298471956
0.698,1,8.82999808343313,7.55500508787864
0.7,1,8.82999816586611,7.56286608720692
0.702,1,8.82999824475359,7.57762185825143
0.704,1,8.82999832024806,7.59459764992557
0.706,1,8.82999839249545,7.61108173391068
0.708,1,8.82999846163544,7.54997780319552
0.71,1,8.82999852780165,7.5292328502362
0.712,1,8.82999859112201,7.53205512702345
0.714,1,8.82999865171891,7.54716512389688
0.716,1,8.8299987097095,7.56733575129504
0.718,1,8.82999876520586,7.5882139931593
0.72,1,8.82999881831529,7.53171002413023
0.722,1,8.82999886914044,7.51522077135345
0.724,1,8.82999891777956,7.52169516409256
0.726,1,8.82999896432667,7.53977499075588
0.728,1,8.82999900887176,7.56225853612033
0.73,1,8.82999905150093,7.50917223088363
0.732,1,8.82999909229659,7.49672969948622
0.734,1,8.8299991313376,7.50718683761068
0.736,1,8.82999916869942,7.52882221584628
0.738,1,8.82999920445429,7.5542826101662
0.74,1,8.82999923867131,7.57926969869034
0.742,1,8.82999927141663,7.60153828934236
0.744,1,8.82999930275355,7.62015952966344
0.746,1,8.82999933274264,7.63499812587141
0.748,1,8.82999936144188,7.64635527006423
0.75,1,8.82999938890675,7.57903624855438
0.752,1,8.82999941519033,7.55210939736856
0.754,1,8.82999944034343,7.54937760341696
0.756,1,8.82999946441468,7.5598164578584
0.758,1,8.82999948745061,7.57624775174671
0.76,1,8.82999950949574,7.59425256677077
0.762,1,8.8299995305927,7.61131939398657
0.764,1,8.82999955078226,7.62620164898743
0.766,1,8.82999957010346,7.63845024992723
0.768,1,8.82999958859363,7.57238675571999
0.77,1,8.82999960628853,7.62248455976546
0.772,1,8.82999962322235,7.65387728329894
0.774,1,8.82999963942784,7.67219794508138
0.776,1,8.82999965493632,7.60604136658236
0.778,1,8.82999966977777,7.57706904258028
0.78,1,8.82999968398088,7.49508424744561
0.782,1,8.8299996975731,7.54432211647066
0.784,1,8.82999971058071,7.50727172086374
0.786,1,8.82999972302885,7.50356725949962
0.788,1,8.82999973494159,7.51800877828577
0.79,1,8.82999974634195,7.54070058287625
0.792,1,8.82999975725197,7.56555192578823
0.794,1,8.82999976769275,7.51340310784997
0.796,1,8.82999977768446,7.5010428826416
0.798,1,8.82999978724642,7.51111821308247
0.8,1,8.82999979639711,7.53216199667856
0.802,1,8.82999980515422,7.55697732403943
0.804,1,8.82999981353469,7.58135449922006
0.806,1,8.8299998215547,7.60309211679982
0.808,1,8.82999982922977,7.62127688068238
0.81,1,8.82999983657472,7.63577246543985
0.812,1,8.82999984360377,7.64687028846233
0.814,1,8.82999985033049,7.65506108187366
0.816,1,8.82999985676788,7.66089342096101
0.818,1,8.82999986292841,7.66489258131733
0.82,1,8.82999986882396,7.5918206546211
0.822,1,8.82999987446594,7.56056453020215
0.824,1,8.82999987986525,7.55468983905085
0.826,1,8.82999988503234,7.56292857462594
0.828,1,8.82999988997718,7.57787959091416
0.83,1,8.82999989470935,7.59493405198679
0.832,1,8.82999989923798,7.53572796400288
0.834,1,8.82999990357183,7.51740136131983
0.836,1,8.82999990771928,7.52268084627635
0.838,1,8.82999991168834,7.54002625398588
0.84,1,8.82999991548669,7.56209340159848
0.842,1,8.82999991912167,7.58450028498094
0.844,1,8.82999992260031,7.60487684790958
0.846,1,8.82999992592933,7.6221597388038
0.848,1,8.82999992911516,7.63608730183258
0.85,1,8.82999993216397,7.64685117724263
0.852,1,8.82999993508165,7.57916687518438
0.854,1,8.82999993787384,7.55203236065711
0.856,1,8.82999994054593,7.54919744188539
0.858,1,8.8299999431031,7.55959909043735
0.86,1,8.82999994555028,7.5760319991015
0.862,1,8.8299999478922,7.59405896907169
0.864,1,8.8299999501334,7.61115671683929
0.866,1,8.82999995227819,7.5503725968823
0.868,1,8.82999995433075,7.52975920543961
0.87,1,8.82999995629501,7.53259968288348
0.872,1,8.8299999581748,7.54766563900825
0.874,1,8.82999995997373,7.49206446692876
0.876,1,8.82999996169529,7.47996945359985
0.878,1,8.82999996334281,7.49226606157904
0.88,1,8.82999996491946,7.51635488393823
0.882,1,8.8299999664283,7.54435395398338
0.884,1,8.82999996787224,7.57167460726997
0.886,1,8.82999996925408,7.59593708198742
0.888,1,8.82999997057649,7.61617429697531
0.89,1,8.82999997184201,7.63226787271219
0.892,1,8.82999997305311,7.56886473125391
0.894,1,8.82999997421212,7.54502975250815
0.896,1,8.82999997532127,7.54464530684192
0.898,1,8.82999997638272,7.55680284832637
0.9,1,8.82999997739852,7.57444799358288
0.902,1,8.82999997837063,7.59327767453678
0.904,1,8.82999997930092,7.61088054599911
0.906,1,8.82999998019121,7.62609193737336
0.908,1,8.8299999810432,7.56282794733611
0.91,1,8.82999998185854,7.5396629721226
0.912,1,8.82999998263882,7.54016545860837
0.914,1,8.82999998338554,7.55323806392196
0.916,1,8.82999998410014,7.57172295990149
0.918,1,8.829999984784,7.59126935385038
0.92,1,8.82999998543846,7.60945259670151
0.922,1,8.82999998606476,7.54941546280637
0.924,1,8.82999998666412,7.52929483667528
0.926,1,8.82999998723771,7.53244389255873
0.928,1,8.82999998778662,7.5476897614866
0.93,1,8.82999998831193,7.56788105748218
0.932,1,8.82999998881464,7.58871650047266
0.934,1,8.82999998929573,7.60783903287587
0.936,1,8.82999998975613,7.62416090701048
0.938,1,8.82999999019673,7.63737853951645
0.94,1,8.82999999061837,7.64763643327091
0.942,1,8.82999999102189,7.65530375306772
0.944,1,8.82999999140804,7.58513410275737
0.946,1,8.82999999177759,7.55608543550817
0.948,1,8.82999999213124,7.55182985012267
0.95,1,8.82999999246968,7.56121417765035
0.952,1,8.82999999279356,7.57694523849709
0.954,1,8.82999999310352,7.59450784352175
0.956,1,8.82999999340014,7.535614767742
0.958,1,8.82999999368401,7.59316515579761
0.96,1,8.82999999395566,7.55572645843683
0.962,1,8.82999999421563,7.54703266002851
0.964,1,8.82999999446442,7.55452395448725
0.966,1,8.82999999470251,7.56990593093056
0.968,1,8.82999999493036,7.587977152691
0.97,1,8.82999999514841,7.60569874714483
0.972,1,8.82999999535708,7.54578594810134
0.974,1,8.82999999555678,7.52608983722081
0.976,1,8.82999999574788,7.52978156937915
0.978,1,8.82999999593077,7.54557955914538
0.98,1,8.82999999610579,7.56627351976644
0.982,1,8.82999999627328,7.58753564585662
0.984,1,8.82999999643357,7.60700223536415
0.986,1,8.82999999658696,7.62359015257346
0.988,1,8.82999999673376,7.63700597294369
0.99,1,8.82999999687424,7.6474063131706
0.992,1,8.82999999700869,7.6551722987042
0.994,1,8.82999999713734,7.58506823191456
0.996,1,8.82999999726047,7.55606103560446
0.998,1,8.8299999973783,7.55182997108604
1,1,8.82999999749106,7.56122736143113
1.002,1,8.82999999759897,7.57696408630746
1.004,1,8.82999999770224,7.59452785124142
1.006,1,8.82999999780107,7.61133233692987
1.008,1,8.82999999789565,7.62607343155383
1.01,1,8.82999999798616,7.63825941901199
1.012,1,8.82999999807277,7.64788029064276
1.014,1,8.82999999815567,7.65518387651867
1.016,1,8.82999999823499,7.66053102889252
1.018,1,8.82999999831091,7.66430724981238
1.02,1,8.82999999838356,7.66687313730098
1.022,1,8.82999999845308,7.66854042072305
1.024,1,8.82999999851961,7.66956400576218
1.026,1,8.82999999858329,7.67014334100044
1.028,1,8.82999999864422,7.6704286199876
1.03,1,8.82999999870253,7.67052894952001
1.032,1,8.82999999875834,7.67052076014294
1.034,1,8.82999999881174,7.67045551572592
1.036,1,8.82999999886285,7.67036628839315
1.038,1,8.82999999891176,7.59457416185328
1.04,1,8.82999999895857,7.63729475880491
1.042,1,8.82999999900336,7.58759326068565
1.044,1,8.82999999904623,7.56921569473777
1.046,1,8.82999999908725,7.5693541358728
1.048,1,8.82999999912651,7.57935182181968
1.05,1,8.82999999916407,7.59361981739326
1.052,1,8.82999999920003,7.60875658733802
1.054,1,8.82999999923444,7.62286265660209
1.056,1,8.82999999926736,7.63502693337645
1.058,1,8.82999999929888,7.64495526221183
1.06,1,8.82999999932903,7.65271147588384
1.062,1,8.82999999935789,7.65854398979987
1.064,1,8.82999999938551,7.66277512293777
1.066,1,8.82999999941194,7.6657347887433
1.068,1,8.82999999943723,7.6677243889517
1.07,1,8.82999999946144,7.6690003754279
1.072,1,8.8299999994846,7.66976992156068
1.074,1,8.82999999950677,7.67019347779991
1.076,1,8.82999999952798,7.67039074566194
1.078,1,8.82999999954828,7.67044788488412
1.08,1,8.82999999956771,7.67042466678797
1.082,1,8.82999999958631,7.67036089295115
1.084,1,8.8299999996041,7.67028178863907
1.086,1,8.82999999962113,7.67020231725656
1.088,1,8.82999999963742,7.67013049365976
1.09,1,8.82999999965302,7.67006983663888
1.092,1,8.82999999966794,7.67002112034879
1.094,1,8.82999999968222,7.66998357907335
1.096,1,8.82999999969589,7.66995570159578
1.098,1,8.82999999970897,7.66993572834246
1.1,1,8.82999999972149,7.66992194097663
1.102,1,8.82999999973347,7.66991281274243
1.104,1,8.82999999974493,7.59420815204497
1.106,1,8.8299999997559,7.63701151032309
1.108,1,8.8299999997664,7.58738209682301
1.11,1,8.82999999977645,7.56906380810715
1.112,1,8.82999999978606,7.56924884702703
1.114,1,8.82999999979526,7.57928177094182
1.116,1,8.82999999980407,7.59357546947454
1.118,1,8.8299999998125,7.60873032144203
1.12,1,8.82999999982056,7.62284862454996
1.122,1,8.82999999982828,7.6350208094325
1.124,1,8.82999999983566,7.64495395935417
1.126,1,8.82999999984273,7.65271287226156
1.128,1,8.8299999998495,7.58284776994167
1.13,1,8.82999999985597,7.62988606021423
1.132,1,8.82999999986216,7.65891692353359
1.134,1,8.82999999986809,7.67548082677328
1.136,1,8.82999999987377,7.60806352072895
1.138,1,8.8299999998792,7.57821938637663
1.14,1,8.82999999988439,7.57135511709202
1.142,1,8.82999999988937,7.57742140332271
1.144,1,8.82999999989412,7.58978366441368
1.146,1,8.82999999989868,7.5285839743294
1.148,1,8.82999999990303,7.5855983655292
1.15,1,8.8299999999072,7.54862068188993
1.152,1,8.82999999991119,7.5408740123508
1.154,1,8.82999999991502,7.54947815895601
1.156,1,8.82999999991867,7.56595151864492
1.158,1,8.82999999992217,7.58499496102326
1.16,1,8.82999999992552,7.60352928313672
1.162,1,8.82999999992872,7.61996287328542
1.164,1,8.82999999993179,7.63365440313763
1.166,1,8.82999999993472,7.64453254092389
1.168,1,8.82999999993753,7.6528369225435
1.17,1,8.82999999994022,7.65894934365453
1.172,1,8.82999999994279,7.6632897191087
1.174,1,8.82999999994525,7.5905579276577
1.176,1,8.8299999999476,7.63530671036977
1.178,1,8.82999999994986,7.66258179008708
1.18,1,8.82999999995201,7.67784778523427
1.182,1,8.82999999995408,7.68520373067834
1.184,1,8.82999999995605,7.68761596081702
1.186,1,8.82999999995794,7.68715407807821
1.188,1,8.82999999995975,7.68520527743246
1.19,1,8.82999999996148,7.60695705946927
1.192,1,8.82999999996314,7.57144698478477
1.194,1,8.82999999996472,7.56222999229127
1.196,1,8.82999999996624,7.56794239818957
1.198,1,8.82999999996769,7.58105150728042
1.2,1,8.82999999996908,7.59681079058613
1.202,1,8.82999999997041,7.61242779268692
1.204,1,8.82999999997168,7.62642759279005
1.206,1,8.8299999999729,7.63818336075352
1.208,1,8.82999999997407,7.57188342429283
1.21,1,8.82999999997518,7.5462059142584
1.212,1,8.82999999997625,7.54472293113934
1.214,1,8.82999999997727,7.55628706095348
1.216,1,8.82999999997825,7.57366669972256
1.218,1,8.82999999997918,7.59243192074377
1.22,1,8.82999999998008,7.61008389411997
1.222,1,8.82999999998094,7.70109901115994
1.224,1,8.82999999998176,7.67085137619733
1.226,1,8.82999999998254,7.7303284633404
1.228,1,8.82999999998329,7.68037962414135
1.23,1,8.82999999998401,7.72841144427833
1.232,1,8.8299999999847,7.67254908370884
1.234,1,8.82999999998536,7.64250168454963
1.236,1,8.82999999998598,7.62918462403648
1.238,1,8.82999999998659,7.62610267798237
1.24,1,8.82999999998716,7.62878236670717
1.242,1,8.82999999998772,7.63426973838519
1.244,1,8.82999999998824,7.64071261103505
1.246,1,8.82999999998875,7.64702907971006
1.248,1,8.82999999998923,7.65265473813146
1.25,1,8.8299999999897,7.65735681982402
1.252,1,8.82999999999014,7.66110236489259
1.254,1,8.82999999999056,7.66396820519303
1.256,1,8.82999999999097,7.59038321389444
1.258,1,8.82999999999136,7.55899538833734
1.26,1,8.82999999999173,7.55320534100012
1.262,1,8.82999999999208,7.56163572353468
1.264,1,8.82999999999243,7.57681652706481
1.266,1,8.82999999999275,7.59409843304361
